id,content,score,translated,small_keywords,aggregate_tags,big_label
1625e3dc-4318-4f9a-9bf7-3bfc51066726,its so good but please change the 10 to up more minutes because I need to send my mom things,5,its so good but please change the 10 to up more minutes because I need to send my mom things,"['good', 'send', 'more', 'things', 'need', 'its', 'minutes', 'because', 'change', 'please', 'mom']",[],other
d4b73881-cf07-40e8-9d88-92f5e6d107b1,jadii_804 video viral,5,jadii_804 video viral,"['viral', 'video']",['content'],Content
267f6551-1705-4339-a827-3e62b2efe379,great there is a great,5,great there is a great,"['there', 'great']",[],other
7abf146a-e95c-4ade-9680-a561e01fe83b,One of the best for happenes,4,One of the best for happenes,"['one', 'happenes', 'best']",[],other
7677da60-a6c4-4e6d-b25b-064b2e508311,I really enjoyed listening to them.,5,I really enjoyed listening to them.,"['them', 'really', 'enjoyed', 'listening']",[],other
72943257-13c1-4c0d-9f08-592935185bea,can't open the videos. It sends me to the pages to enable. I'm not happy at all. I didn't have problems with it before.,1,can't open the videos. It sends me to the pages to enable. I'm not happy at all. I didn't have problems with it before.,"['pages', 'didn', 'videos', 'before', 'open', 'happy', 'can', 'enable', 'problems', 'sends', 'all']",[],other
e065dbc9-b331-4623-badd-7f35ce1f5cd4,"very good indeed, I like it",5,"very good indeed, I like it","['very', 'like', 'good', 'indeed']",[],other
bb21dc93-d23a-4b9a-99e8-47c406819e34,"Be great if you could have real people instead of all ai. it never helps at all, and apparently neither do the actually people that work there, the real people you talk to sound just like bots and they dont do anything to help, so make sure you never have problems because tiktok wont help you",1,"Be great if you could have real people instead of all ai. it never helps at all, and apparently neither do the actually people that work there, the real people you talk to sound just like bots and they dont do anything to help, so make sure you never have problems because tiktok wont help you","['real', 'work', 'people', 'sound', 'wont', 'all', 'help', 'apparently', 'anything', 'dont', 'make', 'sure', 'neither', 'actually', 'great', 'helps', 'instead', 'tiktok', 'they', 'just', 'talk', 'like', 'never', 'there', 'bots', 'because', 'problems', 'could']",[],other
76e7d833-ddd1-4bc5-a733-e596e2ab0ec3,I get updates rlly late and it's ur fault,2,I get updates rlly late and it's ur fault,"['rlly', 'late', 'updates', 'fault', 'get']",[],other
e1090088-e1ce-4f5e-9fa1-50ce133646b7,"Very good, the only problem is that mine takes a long time to update, so I have to come here.",5,"Very good, the only problem is that mine takes a long time to update, so I have to come here.","['mine', 'takes', 'problem', 'good', 'update', 'here', 'come', 'time', 'long', 'very', 'only']",[],other
d6e886d3-f098-4251-a36f-caac5074a1a5,ads are extremely inappropriate not safe for children,1,ads are extremely inappropriate not safe for children,"['extremely', 'safe', 'ads', 'inappropriate', 'children']",['monetization'],Monetization
bee85385-28ab-44a7-a4b2-90c80252bc16,What's with 3 updates?In one month bit inconvenient and annoying,4,What's with 3 updates?In one month bit inconvenient and annoying,"['one', 'what', 'bit', 'annoying', 'updates', 'month', 'inconvenient']",[],other
9124dfa6-6e17-49e9-a732-b35a8fe12275,"lags too much, too many policies & rules too much censorship...",1,"lags too much, too many policies & rules too much censorship...","['censorship', 'lags', 'too', 'much', 'rules', 'policies', 'many']",[],other
a23675ac-6b5b-42e0-a00e-9b758813ffd0,this is the worst app i have ever seen,1,this is the worst app i have ever seen,"['app', 'seen', 'worst', 'ever']",[],other
fdaf0973-4d43-4500-a45b-b211930a4061,this is too much good,5,this is too much good,"['much', 'too', 'good']",[],other
0f07dc21-2ce3-4619-b07e-964c83698f59,this is so funeiest app,5,this is so funeiest app,"['app', 'funeiest']",[],other
a0fbcf26-b1e6-4653-a35e-79c8968e6429,please my tiktok I'd convert in earning watch videos,5,please my tiktok I'd convert in earning watch videos,"['earning', 'watch', 'convert', 'videos', 'tiktok', 'please']",[],other
cd6e95ee-d119-4e0e-adc5-daca4be10d37,"signed up with my phone number, immediately got banned before even posting content or commenting on anyone's video. since no email is associated with the account I'm prevented from using the appeals process. Emailing them directly from another email resulted in a ""Mailbox does not receive messages"" response. Tiktok clearly hates nonprofits trying to make a difference in the lives of senior dogs. response: I can't report through the app because the lack of email. Try reading the review.",1,"signed up with my phone number, immediately got banned before even posting content or commenting on anyone's video. since no email is associated with the account I'm prevented from using the appeals process. Emailing them directly from another email resulted in a ""Mailbox does not receive messages"" response. Tiktok clearly hates nonprofits trying to make a difference in the lives of senior dogs. response: I can't report through the app because the lack of email. Try reading the review.","['messages', 'nonprofits', 'email', 'try', 'content', 'account', 'resulted', 'response', 'another', 'since', 'process', 'signed', 'senior', 'number', 'posting', 'them', 'make', 'dogs', 'immediately', 'banned', 'anyone', 'can', 'commenting', 'directly', 'lack', 'reading', 'phone', 'receive', 'review', 'appeals', 'using', 'emailing', 'app', 'tiktok', 'difference', 'clearly', 'video', 'through', 'lives', 'report', 'associated', 'got', 'before', 'prevented', 'mailbox', 'even', 'because', 'trying', 'hates', 'from']","['account_issue', 'content']",Functionality
810d3819-01b4-4ce5-b78b-b618d35d8e33,The app can freeze when I go to live streaming it stops working,2,The app can freeze when I go to live streaming it stops working,"['freeze', 'streaming', 'working', 'app', 'when', 'can', 'stops', 'live']",['performance_issue'],Performance
d965374f-6823-4737-8287-985ca34f1e08,TikTok is very nice app,5,TikTok is very nice app,"['app', 'very', 'nice', 'tiktok']",[],other
0adc3a08-d2e7-4f66-9cc1-60026723f13d,Used to be brilliant but now I get adverts every couple of videos.,3,Used to be brilliant but now I get adverts every couple of videos.,"['every', 'now', 'adverts', 'videos', 'couple', 'get', 'used', 'brilliant']",[],other
23dc0ab1-1963-4097-a7af-936718566b54,Personally it helped me understand the world better but 1 thing i disliked was the comment part when i opened comment sections to comment its come from the bottom and somehow which to the side which is annoying cuz i like it coming from the bottom but whenever i went onto tiktok it would make me happy and smile and i feel like tiktok is easy and gets me. Hope you found this review helpful.,4,Personally it helped me understand the world better but 1 thing i disliked was the comment part when i opened comment sections to comment its come from the bottom and somehow which to the side which is annoying cuz i like it coming from the bottom but whenever i went onto tiktok it would make me happy and smile and i feel like tiktok is easy and gets me. Hope you found this review helpful.,"['onto', 'disliked', 'would', 'understand', 'bottom', 'went', 'feel', 'part', 'found', 'somehow', 'world', 'make', 'happy', 'sections', 'smile', 'review', 'its', 'when', 'better', 'tiktok', 'personally', 'whenever', 'hope', 'like', 'coming', 'thing', 'helpful', 'come', 'comment', 'which', 'opened', 'helped', 'side', 'cuz', 'annoying', 'easy', 'gets', 'from']",[],other
7a976f8e-3cc9-4dd3-814b-723c93c053c0,I don't have a streak pet and don't have the option to create one.,1,I don't have a streak pet and don't have the option to create one.,"['create', 'one', 'streak', 'don', 'pet', 'option']",[],other
57ffebaa-d6be-46c1-9963-3e152e7f6110,alirazabhai3201 direct message in not my account,1,alirazabhai3201 direct message in not my account,"['message', 'direct', 'account']",['account_issue'],Functionality
0cba5d34-6b5c-47c1-88cc-12d9af743792,I have 3826 followers and I am posting my best video but the views are not coming more than ten and none of my videos are going viral please fix it my tiktok username s.656_,3,I have 3826 followers and I am posting my best video but the views are not coming more than ten and none of my videos are going viral please fix it my tiktok username s.656_,"['best', 'video', 'coming', 'than', 'username', 'posting', 'videos', 'views', 'more', 'viral', 'ten', 'fix', 'tiktok', 'followers', 'going', 'please', 'none']",['content'],Content
16c70b8c-da88-47c2-80f0-816f96b09b8a,I am FACING the issues visibility of comments. please fix the bug as soon as possible.,1,I am FACING the issues visibility of comments. please fix the bug as soon as possible.,"['bug', 'soon', 'visibility', 'issues', 'comments', 'fix', 'facing', 'please', 'possible']",['performance_issue'],Performance
21366cf0-94b3-4485-9619-81c83e9ffad0,"I love the new animations, they are sooo creative!",5,"I love the new animations, they are sooo creative!","['they', 'new', 'sooo', 'creative', 'animations', 'love']",[],other
dddcf39a-1193-44e1-92a5-0ab45bc06b0f,the original didn't need to advertise... they didn't censor either,1,the original didn't need to advertise... they didn't censor either,"['they', 'original', 'didn', 'either', 'need', 'advertise', 'censor']",[],other
3b2614fb-8cba-4eec-8a53-0847ed8c2144,I am facing issues with visibility of comments.plesse fix this bug as soon as possible.,1,I am facing issues with visibility of comments.plesse fix this bug as soon as possible.,"['plesse', 'bug', 'soon', 'visibility', 'issues', 'comments', 'fix', 'facing', 'possible']",['performance_issue'],Performance
72acfb64-297a-4826-ae70-2839f4cc801e,But my video no like my view,3,But my video no like my view,"['view', 'video', 'like']",['content'],Content
e632a063-a437-46b7-a95f-847e7c1af2c2,Great reviews = Great app !Thanks team tiktok! Let me enjoy my doom scroll now.,4,Great reviews = Great app !Thanks team tiktok! Let me enjoy my doom scroll now.,"['now', 'doom', 'reviews', 'great', 'app', 'thanks', 'team', 'enjoy', 'tiktok', 'let', 'scroll']",[],other
862a124f-6d64-4b79-ab68-1adf694741a4,Plz my account unfreeze,5,Plz my account unfreeze,"['account', 'plz', 'unfreeze']",['account_issue'],Functionality
576868f3-5033-42ac-8b8c-6e5a1eaa6840,with the newest update it changed TikTok shop. before you used to be able to see a video click the product link and then you could see reviews and save the product for later. now it brings you to a page where the only option is to buy it you can't look at the manufacturer you can't look at reviews you can't look at the ratings and you can't save it for later.,1,with the newest update it changed TikTok shop. before you used to be able to see a video click the product link and then you could see reviews and save the product for later. now it brings you to a page where the only option is to buy it you can't look at the manufacturer you can't look at reviews you can't look at the ratings and you can't save it for later.,"['where', 'then', 'save', 'now', 'click', 'shop', 'reviews', 'option', 'buy', 'newest', 'link', 'can', 'only', 'page', 'look', 'update', 'brings', 'changed', 'later', 'tiktok', 'ratings', 'video', 'able', 'before', 'product', 'see', 'manufacturer', 'used', 'could']",['content'],Content
60572de2-c4d1-49f5-a52e-0845cde23547,"seems to have hidden bugs the app sometimes crashes on its own, makes my phone start to lag and overheat so please fix it",1,"seems to have hidden bugs the app sometimes crashes on its own, makes my phone start to lag and overheat so please fix it","['crashes', 'makes', 'lag', 'phone', 'seems', 'sometimes', 'overheat', 'app', 'its', 'fix', 'bugs', 'start', 'please', 'hidden', 'own']",['performance_issue'],Performance
0e383a83-8d56-43bb-a94e-297938ef64ad,Oooooooooooo the best way this app work's is the only reason I was just wondering if I could get my own app made but it's a game called the Adventist academy,5,Oooooooooooo the best way this app work's is the only reason I was just wondering if I could get my own app made but it's a game called the Adventist academy,"['best', 'way', 'just', 'academy', 'adventist', 'game', 'wondering', 'work', 'own', 'app', 'reason', 'oooooooooooo', 'called', 'made', 'get', 'only', 'could']",[],other
b8d4cc1c-e300-49cf-9174-59c8cbb16644,hello tiktok plase unband my phone from tiktok,5,hello tiktok plase unband my phone from tiktok,"['phone', 'plase', 'hello', 'tiktok', 'unband', 'from']",[],other
7ab02ff7-85a0-4f26-bd72-9a64da4f8f38,Please bar bar update naa kere,5,Please bar bar update naa kere,"['update', 'kere', 'naa', 'please', 'bar']",[],other
d8c0e963-bd66-47bc-a4aa-d2bc297405fc,the best app ever kuh,5,the best app ever kuh,"['best', 'app', 'kuh', 'ever']",[],other
4172d907-d2fe-486a-82eb-fc624d9513f8,"it's best,but increase the quantity of offline videos",5,"it's best,but increase the quantity of offline videos","['best', 'increase', 'offline', 'videos', 'quantity']",[],other
5bcbc593-9a62-4956-9a8d-cc0b296eb8da,this softer is very good,5,this softer is very good,"['very', 'good', 'softer']",[],other
ea74d7e3-e193-4cb4-ab96-83f2694b8c77,It deserves 5 stars because it's truly excellent.,5,It deserves 5 stars because it's truly excellent.,"['truly', 'stars', 'excellent', 'because', 'deserves']",[],other
6d981850-e21b-4cdc-bbea-e9ee927dc9ce,it the best app everr,5,it the best app everr,"['best', 'app', 'everr']",[],other
2412d6f3-0bd2-4260-ad22-349549d216a2,this app is very good. it is the papuler scoial medeia apss.,1,this app is very good. it is the papuler scoial medeia apss.,"['papuler', 'medeia', 'good', 'scoial', 'app', 'apss', 'very']",[],other
aa4cc115-00dc-423c-901d-19548947b07e,it was fun at first than I got kicked out made a new account and was kicked out and none of the codes they send me works.,3,it was fun at first than I got kicked out made a new account and was kicked out and none of the codes they send me works.,"['they', 'new', 'than', 'send', 'works', 'first', 'account', 'got', 'out', 'made', 'fun', 'none', 'kicked', 'codes']",['account_issue'],Functionality
63a19e27-3254-497e-a420-be649537b265,sorry for reporting but I think I know how the scam calls started because when tiktok became first then the scam calls did also love this app by the way,5,sorry for reporting but I think I know how the scam calls started because when tiktok became first then the scam calls did also love this app by the way,"['became', 'way', 'think', 'how', 'scam', 'started', 'first', 'then', 'app', 'know', 'when', 'tiktok', 'because', 'reporting', 'also', 'love', 'sorry', 'calls']",[],other
d823a2c3-cd1c-4319-89f2-9c8f822b0629,it makes me laugh so hard I farted,5,it makes me laugh so hard I farted,"['hard', 'makes', 'laugh', 'farted']",[],other
459199e4-e134-4aa2-8723-38c2332798a1,support me my bowling video ID Sarkar 46,5,support me my bowling video ID Sarkar 46,"['sarkar', 'bowling', 'support', 'video']",['content'],Content
b79c329e-248b-44f7-8014-dddf3109e916,tried to show someone a cool video and my whole page reset,1,tried to show someone a cool video and my whole page reset,"['video', 'cool', 'tried', 'whole', 'reset', 'show', 'someone', 'page']",['content'],Content
b4cf0b54-8908-40c7-8665-f6b2169c6b40,5 stars a lot of gay people but that is it,5,5 stars a lot of gay people but that is it,"['stars', 'lot', 'gay', 'people']",[],other
51695189-ee6c-4a4a-b5a4-7ba67bf18fd1,it's really fun but I wish it would tell you who blocked you!,4,it's really fun but I wish it would tell you who blocked you!,"['would', 'blocked', 'really', 'tell', 'wish', 'who', 'fun']",[],other
d57aa870-12ff-4bec-b35f-2667d7365fb1,my newer posts keep flopping again over and over its stressing me out I'm a digital artist I just want to show off my art skills what can I do to get more views and likes?,3,my newer posts keep flopping again over and over its stressing me out I'm a digital artist I just want to show off my art skills what can I do to get more views and likes?,"['skills', 'flopping', 'what', 'want', 'get', 'newer', 'out', 'stressing', 'can', 'posts', 'over', 'off', 'more', 'art', 'its', 'artist', 'keep', 'just', 'digital', 'views', 'likes', 'again', 'show']",[],other
d4f5e434-52d5-4a1f-acb4-1ea18b797599,so butt idk why its so hard to make a scrolling app like it never works genuinely sucks age restriction all the time even though I show id and face stupid app,1,so butt idk why its so hard to make a scrolling app like it never works genuinely sucks age restriction all the time even though I show id and face stupid app,"['age', 'scrolling', 'restriction', 'works', 'all', 'face', 'idk', 'genuinely', 'make', 'why', 'butt', 'hard', 'stupid', 'its', 'app', 'time', 'sucks', 'like', 'never', 'even', 'show', 'though']",[],other
0e78f38a-75fa-4b56-8b1d-b6965a694bb1,It's the best video experience,5,It's the best video experience,"['best', 'video', 'experience']",['content'],Content
4f93667f-219e-4f14-aa6a-d02f3fbb43d0,"doesn't even work anymore, goes slow, glitches out and doesn't load anything",1,"doesn't even work anymore, goes slow, glitches out and doesn't load anything","['anymore', 'anything', 'doesn', 'work', 'even', 'goes', 'out', 'glitches', 'slow', 'load']",[],other
56a19574-4289-446b-b5a1-b6dae7ee1efd,nice app I like this bro W app cause I see a lot of good vids and it's fun,5,nice app I like this bro W app cause I see a lot of good vids and it's fun,"['like', 'lot', 'nice', 'good', 'bro', 'app', 'cause', 'see', 'vids', 'fun']",[],other
fd733e62-4a46-4c9c-a565-8e2211fca445,doesn't let me chat with my friends or have a streak with my friends,1,doesn't let me chat with my friends or have a streak with my friends,"['streak', 'doesn', 'friends', 'let', 'chat']",[],other
a6ae9231-1103-41ae-939f-53cde5c629a9,The one of the good app in playstore is Tiktok.,5,The one of the good app in playstore is Tiktok.,"['one', 'good', 'playstore', 'app', 'tiktok']",[],other
eac80ea5-c322-45fe-a2eb-1964f86bcd42,"why can i not create a VIDEO with just pictures, i dont want to keep posting photos people need to scroll and with the new updat i cant make photos into videas anymore hate that. why did that change and not let there still be a choice? please change it back!! why did so much change with making the videos it was good like it was , tgere were enough options",2,"why can i not create a VIDEO with just pictures, i dont want to keep posting photos people need to scroll and with the new updat i cant make photos into videas anymore hate that. why did that change and not let there still be a choice? please change it back!! why did so much change with making the videos it was good like it was , tgere were enough options","['create', 'new', 'hate', 'people', 'need', 'want', 'tgere', 'let', 'change', 'please', 'anymore', 'dont', 'photos', 'posting', 'options', 'make', 'into', 'updat', 'can', 'why', 'pictures', 'enough', 'videos', 'videas', 'scroll', 'making', 'still', 'just', 'keep', 'video', 'good', 'like', 'there', 'back', 'much', 'choice', 'cant']",['content'],Content
53595a4c-eb5c-4a13-a038-06a1085c66ad,"it's good and all but it's been lagging a lot lately, it keeps freezing and kicking me out the app for now reason, and it's not because I have slow wifi or slow phone, it just kicks me out, not even letting me play a single video, pls fix this",3,"it's good and all but it's been lagging a lot lately, it keeps freezing and kicking me out the app for now reason, and it's not because I have slow wifi or slow phone, it just kicks me out, not even letting me play a single video, pls fix this","['lot', 'keeps', 'kicks', 'reason', 'freezing', 'all', 'now', 'been', 'wifi', 'lately', 'out', 'letting', 'single', 'play', 'lagging', 'phone', 'kicking', 'app', 'fix', 'just', 'video', 'good', 'even', 'pls', 'because', 'slow']",['content'],Content
51f6890f-8bdb-463e-a52c-792c1305a067,To much bad as i think,1,To much bad as i think,"['much', 'think', 'bad']",[],other
08297390-d562-4f88-b6df-35e1d9e382d5,"I used to really enjoy tick tock but now it's a waste of time. when I log in all it is is ads. that's all it is, scrolling through ads. tick tock doesn't care either. they'll send a pre-made response to everything. they'll probably say ""ih were sorry you're having this experience"" and do nothing about it. DO NOT download tick tock unless you want to just scroll through a bunch of ads and stuff you don't care about. used to be fun, now it's not",2,"I used to really enjoy tick tock but now it's a waste of time. when I log in all it is is ads. that's all it is, scrolling through ads. tick tock doesn't care either. they'll send a pre-made response to everything. they'll probably say ""ih were sorry you're having this experience"" and do nothing about it. DO NOT download tick tock unless you want to just scroll through a bunch of ads and stuff you don't care about. used to be fun, now it's not","['scrolling', 'response', 'enjoy', 'want', 'download', 'everything', 'sorry', 'all', 'now', 'really', 'send', 'waste', 'don', 'say', 'log', 'experience', 'doesn', 'pre', 'time', 'ads', 'when', 'scroll', 'nothing', 'tick', 'stuff', 'they', 'about', 'just', 'through', 'tock', 'either', 'having', 'probably', 'bunch', 'made', 'fun', 'used', 'unless', 'care']",['monetization'],Monetization
02071726-9def-4aeb-8e24-04ad3b5f4c24,has a bug always glitches,2,has a bug always glitches,"['always', 'glitches', 'bug']",['performance_issue'],Performance
e8b91238-7cc8-43dc-9535-e6f6fd393929,love this app and love whack live,5,love this app and love whack live,"['app', 'whack', 'love', 'live']",[],other
a23fb0c4-fcea-4ace-8cd7-1eee4fb3a295,my tictok right now is not working pls help me,2,my tictok right now is not working pls help me,"['now', 'help', 'working', 'right', 'pls', 'tictok']",[],other
086362d1-c9d9-4d9d-bda4-0538152310c4,"It is difficult to login, Doesn't load after inputing password and i cant find artist hub, all i see is work with artist",2,"It is difficult to login, Doesn't load after inputing password and i cant find artist hub, all i see is work with artist","['inputing', 'after', 'doesn', 'difficult', 'password', 'work', 'all', 'hub', 'artist', 'find', 'see', 'login', 'cant', 'load']",['account_issue'],Functionality
d7e8723e-4c50-43a5-8048-5da2f9057e9d,photo picture is not uploading on tiktok of mine account I request tiktok to solve this,1,photo picture is not uploading on tiktok of mine account I request tiktok to solve this,"['mine', 'photo', 'picture', 'request', 'account', 'solve', 'tiktok', 'uploading']",['account_issue'],Functionality
c58a69a0-3595-490b-b03e-b4851c8c989c,I need more updates on TikTok,5,I need more updates on TikTok,"['updates', 'more', 'tiktok', 'need']",[],other
08a95fd1-6f1b-4411-8ded-1b29ae34cb15,I'm like this app because the people are get in this app fany video's and we can smile on this,5,I'm like this app because the people are get in this app fany video's and we can smile on this,"['like', 'video', 'people', 'app', 'can', 'because', 'get', 'fany', 'smile']",['content'],Content
3cf6443e-33f8-4c05-accf-1d61f72a9de1,"I love this app ,fast and smooth.",5,"I love this app ,fast and smooth.","['app', 'love', 'fast', 'smooth']",[],other
70a239b7-ff68-4853-bf1a-4e4d39a50ebd,give me my chat bubble while texting someone.....,3,give me my chat bubble while texting someone.....,"['bubble', 'give', 'texting', 'while', 'someone', 'chat']",[],other
980db59e-edb4-4ee9-af95-9a64bc8cd0f2,"I keep getting ads for this app, the entire world knows tik-tok exists so the new ppl you are trying to market to clearly have no interest in this platform.",1,"I keep getting ads for this app, the entire world knows tik-tok exists so the new ppl you are trying to market to clearly have no interest in this platform.","['knows', 'keep', 'exists', 'new', 'getting', 'platform', 'world', 'app', 'tok', 'market', 'ads', 'tik', 'trying', 'interest', 'entire', 'ppl', 'clearly']",['monetization'],Monetization
60510d32-ae6f-462f-b619-4d467aa7c89d,in boring time. this app make me happy.,2,in boring time. this app make me happy.,"['boring', 'make', 'time', 'app', 'happy']",[],other
89294879-4fd3-4b70-a7be-71a716d401b8,can't watch more than 2 videos after the update. freezing all the time,1,can't watch more than 2 videos after the update. freezing all the time,"['than', 'update', 'after', 'watch', 'videos', 'more', 'time', 'can', 'freezing', 'all']",[],other
40197cbf-24ef-42db-b5ac-626046a2ce2b,I saw agonising edits and I don't appreciate it,1,I saw agonising edits and I don't appreciate it,"['appreciate', 'edits', 'don', 'agonising', 'saw']",[],other
3162a8cd-bda1-4e9d-a07b-5ca1483706d7,bad app it kept said I was doing something even tho I done it 5 months ago and I got banned for no reason also it keeps kicking me out of the app,1,bad app it kept said I was doing something even tho I done it 5 months ago and I got banned for no reason also it keeps kicking me out of the app,"['months', 'tho', 'keeps', 'got', 'doing', 'kept', 'kicking', 'bad', 'app', 'even', 'reason', 'banned', 'out', 'something', 'done', 'also', 'ago', 'said']",[],other
f2dace54-1d58-4dda-a7e9-08ba3a255ec2,Bad content need good moderation,1,Bad content need good moderation,"['good', 'content', 'need', 'bad', 'moderation']",['content'],Content
2fe34aef-482e-4609-9e12-4555a6b0985d,TikTok excellent performance app,5,TikTok excellent performance app,"['app', 'excellent', 'performance', 'tiktok']",[],other
95e066d1-2e39-476e-985b-55ac7f82cfc5,it is a great app I love the app,5,it is a great app I love the app,"['app', 'love', 'great']",[],other
20b4052a-e356-4ee0-a482-2b39e0ddf67f,Vedios views hii nh ly rhii hn followers bii nhi hn plz tiktok team unfreeze my acc tik tok mera acc buri tarha sy freze ha,5,Vedios views hii nh ly rhii hn followers bii nhi hn plz tiktok team unfreeze my acc tik tok mera acc buri tarha sy freze ha,"['buri', 'hii', 'plz', 'acc', 'tarha', 'freze', 'mera', 'nhi', 'rhii', 'views', 'vedios', 'tok', 'team', 'bii', 'tik', 'tiktok', 'followers', 'unfreeze']",[],other
d7add99e-46a0-4db2-ab83-1acceb4a71f4,photo mode option is missing and support didn't help me,1,photo mode option is missing and support didn't help me,"['photo', 'help', 'didn', 'support', 'missing', 'mode', 'option']",[],other
4d4c3da8-6775-4803-881c-23ffc4b327e7,Love this app probely be 10 years old to have,4,Love this app probely be 10 years old to have,"['probely', 'old', 'app', 'years', 'love']",[],other
c331527a-5c82-4e28-a053-cd81b98f2101,Unfrezzmyaccount #foryoupage,5,Unfrezzmyaccount #foryoupage,"['unfrezzmyaccount', 'foryoupage']",[],other
bc1ff8e4-9cea-4670-8b53-381b44496e3f,The TikTok app is just restricting the account from message and one can't even appeal on it it's trash if you don't repair it I will stop using it,1,The TikTok app is just restricting the account from message and one can't even appeal on it it's trash if you don't repair it I will stop using it,"['one', 'just', 'message', 'will', 'restricting', 'account', 'don', 'stop', 'even', 'app', 'using', 'appeal', 'can', 'tiktok', 'trash', 'repair', 'from']",['account_issue'],Functionality
e2ab571f-8532-44fb-a6c6-3c052bfe391e,"This account ( megveszlak) appears to share the exact home location of a public figure, which is a serious invasion of privacy and could put them at risk. I am reporting this because sharing private addresses or precise location details is unsafe and should not be allowed on the platform.",5,"This account ( megveszlak) appears to share the exact home location of a public figure, which is a serious invasion of privacy and could put them at risk. I am reporting this because sharing private addresses or precise location details is unsafe and should not be allowed on the platform.","['should', 'share', 'account', 'invasion', 'put', 'public', 'addresses', 'precise', 'them', 'risk', 'home', 'sharing', 'reporting', 'private', 'exact', 'privacy', 'appears', 'serious', 'location', 'unsafe', 'allowed', 'platform', 'megveszlak', 'details', 'which', 'because', 'figure', 'could']",['account_issue'],Functionality
1f9ffbbe-83c4-4cb1-a46d-66a90ad22702,"when it got sold every ad became about gambling or sex no matter how man times i said i wasnt interested. no i dont need blue chew. no, i dont need a payday loan. no. i dont need an AI girlfriend. no i dont need to talk to sexy singles in my area.",1,"when it got sold every ad became about gambling or sex no matter how man times i said i wasnt interested. no i dont need blue chew. no, i dont need a payday loan. no. i dont need an AI girlfriend. no i dont need to talk to sexy singles in my area.","['every', 'became', 'interested', 'times', 'need', 'man', 'gambling', 'dont', 'blue', 'loan', 'sex', 'how', 'payday', 'when', 'sexy', 'said', 'girlfriend', 'chew', 'about', 'talk', 'area', 'sold', 'wasnt', 'singles', 'got', 'matter']",[],other
640bd5c4-c917-4dc2-a99c-1d2e70e3aaea,my permanently suspended accounts not recover I have submitted 1000 apeales,1,my permanently suspended accounts not recover I have submitted 1000 apeales,"['recover', 'permanently', 'apeales', 'suspended', 'submitted', 'accounts']",[],other
26435bec-f693-4415-a582-6aea8a94a684,The content is way better than any app that has a scrolling feature it allows for a customizable content based on what u search and or who u follow over all Tik Tok is a great app.,5,The content is way better than any app that has a scrolling feature it allows for a customizable content based on what u search and or who u follow over all Tik Tok is a great app.,"['way', 'follow', 'customizable', 'content', 'scrolling', 'what', 'all', 'search', 'than', 'tok', 'tik', 'based', 'allows', 'over', 'feature', 'great', 'app', 'any', 'better', 'who']",['content'],Content
f4b6e488-1493-4a13-998e-f52830117d2e,I want more views and followers and likes thanks,5,I want more views and followers and likes thanks,"['views', 'more', 'likes', 'thanks', 'want', 'followers']",[],other
f39d8900-43e8-4872-bd43-032545ee4e79,very good very good very good!,5,very good very good very good!,"['very', 'good']",[],other
03fe0e5b-1fad-4b1e-800e-033c40410b16,the ads are fake lives that promote lives but they're just stealing videos and putting a fake live overlay on it with fake comments and fake gifts and also I have said not interested on the ads about 23 times now but they keep appearing with the fake ads so this is my review saying the ads are fake and tiktok shop is way too promoted in app but the videos are fine. just tiktok is so damn annoying like here's a fake discount or let me shove a discount down your throat you just need to buy 5 thing,1,the ads are fake lives that promote lives but they're just stealing videos and putting a fake live overlay on it with fake comments and fake gifts and also I have said not interested on the ads about 23 times now but they keep appearing with the fake ads so this is my review saying the ads are fake and tiktok shop is way too promoted in app but the videos are fine. just tiktok is so damn annoying like here's a fake discount or let me shove a discount down your throat you just need to buy 5 thing,"['way', 'promote', 'interested', 'times', 'overlay', 'need', 'down', 'stealing', 'let', 'live', 'buy', 'now', 'appearing', 'shop', 'here', 'too', 'also', 'review', 'shove', 'videos', 'gifts', 'app', 'comments', 'ads', 'fine', 'tiktok', 'fake', 'said', 'your', 'they', 'just', 'about', 'keep', 'promoted', 'like', 'damn', 'lives', 'thing', 'throat', 'saying', 'putting', 'annoying', 'discount']",['monetization'],Monetization
a8d5e918-1fb4-4762-88e0-c767488f654f,annoying pop ups asking me if im interested. I uninstalled it.,1,annoying pop ups asking me if im interested. I uninstalled it.,"['interested', 'uninstalled', 'annoying', 'asking', 'pop', 'ups']",[],other
1a700cb5-42cb-4f38-b589-150a35d597dd,i love tik tok for you video,5,i love tik tok for you video,"['tok', 'video', 'love', 'tik']",['content'],Content
662a8c98-63b4-438b-9b10-e006eb0bb7b2,"age restriction is by far one of the worst things TikTok ever did, me being over 16 and requesting 4 unsuccessful appeals is genuinely sad",1,"age restriction is by far one of the worst things TikTok ever did, me being over 16 and requesting 4 unsuccessful appeals is genuinely sad","['one', 'requesting', 'ever', 'age', 'over', 'genuinely', 'things', 'being', 'appeals', 'sad', 'unsuccessful', 'tiktok', 'far', 'restriction', 'worst']",[],other
